id	title	creator	source_page	license	license_url	commercial_use	attribution_required	decision	source_page_sha256	audited_at_utc
cappuccino_process	Making a Cappuccino	SoundsLikeJoe	https://freesound.org/people/SoundsLikeJoe/sounds/624512	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	364e4c9916c235eb233214fbcf42f1bff1d1d61fda1cd82bb38a1dd2b13963a6	2026-07-27T02:26:42+00:00
tennis_match	tennis match.wav	huubjeroen	https://freesound.org/people/huubjeroen/sounds/114052	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	f50a70ab6bc9d35dce4088f2c329f1d0fa423069e1c191c94f33823d6a0a0f77	2026-07-27T02:26:42+00:00
chainsaw_cycle	chainsaw, cold start, cutting tree branches, choke and stop, distant, Husqvarna 136, old, a bit worn out.wav	be_a_hero_not_a_patriot	https://freesound.org/people/be_a_hero_not_a_patriot/sounds/512791	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	e57231dc3f511d3e420a5177605172c959cccc270293bc756d6d261a4d3217a0	2026-07-27T02:26:42+00:00
near_foghorn	Foghorn_GoldenGateBridge_0312.wav	exuberate	https://freesound.org/people/exuberate/sounds/140898	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	0c4d9869bf5ab8d302e138bfef1aa72f7510d1c7b7bd178421f514d92d0fa3c5	2026-07-27T02:26:42+00:00
barcelona_gate_pa	[ MPooman ] Korean Airport Sounds (SE527) (High Quality)	MPooman	https://freesound.org/people/MPooman/sounds/688778	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	3b947bb4a31fcae2e6e60353062df9c331bbbf475a5713543b83e3f68402ab40	2026-07-27T02:26:42+00:00
delhi_subway_cycle	subway ride Delhi, India empty cabin smooth ride PA voice ventilation beep tone door slide open close.flac	kyles	https://freesound.org/people/kyles/sounds/637860	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	ad9d07fa7b0079e1b829c25f8440b1f1c3526a47792ca928a712fc7c7a682846	2026-07-27T02:26:42+00:00
hockey_goal	Hockey game_behind goal_wide_1.wav	fi2lcallpeace	https://freesound.org/people/fi2lcallpeace/sounds/542621	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	bf90bd53ffd8d17bd772b9cad741a5aa8745d0e92eb25ea0ad819accca7e6334	2026-07-27T02:26:42+00:00
ambulance_siren	Five minutes of ambulance sirens during the NYC Covid-19 crisis	jeffreylamoureux	https://freesound.org/people/jeffreylamoureux/sounds/546946	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	186fb0c305b8ce53c0f611096905f5384cc8406f204c0b0d5e7124458b40c548	2026-07-27T02:26:42+00:00
woodshop_process	Woodshop sawing planing.wav	BitsyMcNics	https://freesound.org/people/BitsyMcNics/sounds/251645	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	2d3d18fb6083695c09efabebdbeac1b43eaf8b12a57c4332557608fd384cc89d	2026-07-27T02:26:42+00:00
tractor_turning_hay	Tractor	laboratoriosonoridades2022	https://freesound.org/people/laboratoriosonoridades2022/sounds/673805	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	ff3a85300a0b936f5409b5596a7b4b680c0d13c3b6b8cfb043c468d83308a49e	2026-07-27T02:26:42+00:00
hail_thunder	040216 Hail Storm With Constant Thunder Roll.wav	n2fgc	https://freesound.org/people/n2fgc/sounds/342239	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	0bc8da8a465712cec4bf7b1e32a762fe6b3cdc59e11bea26251fa80b06a43ed9	2026-07-27T02:26:42+00:00
marielle_protest	Manifestaçao Assassinato Marielle Franco (Sao Paulo)	felix.blume	https://freesound.org/people/felix.blume/sounds/421973	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	0ec8d947d5ade9c4df7bddbc8587ca6722de4eec632a8e49cffc42795ac35ab3	2026-07-27T02:26:42+00:00
hair_salon_tools	Hair salon interior with asian american voices, hair clippers machines blowing	felix.blume	https://freesound.org/people/felix.blume/sounds/706146	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	yes	no	accepted: public-domain tool	f2c9b7da2bca581e2b344f3abbe5b41480b346bdb612f987d5f7aa049a998c1d	2026-07-27T02:26:42+00:00
