source_page	download_url	creator	license	license_url	source_page_sha256	used_by
https://freesound.org/people/LolitaPerdurabo/sounds/394596	https://cdn.freesound.org/previews/394/394596_1854719-hq.mp3	LolitaPerdurabo	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	49a7f3b5565ab788b51931d6330a875a7311a0d32eda4991857ff8b43804e4b0	conv10-list/conv10/flooded_mine;conv10/flooded_mine;conv9/flooded_mine
https://freesound.org/people/MFJ0/sounds/638928	https://cdn.freesound.org/previews/638/638928_13178666-hq.mp3	MFJ0	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	076a0e07d26f53ea3b20f6f2970f7454d621f80fb03d5cb93fa784f1dbbb0a5b	conv1/distant_train;conv2/distant_train;conv3/distant_train
https://freesound.org/people/MPooman/sounds/688778	https://cdn.freesound.org/previews/688/688778_14220990-hq.mp3	MPooman	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	41a5d848e85b458b331cb559179b9b5a250f7b83d32a4f8d8e2fc43c0b82a937	conv10-list/conv10/barcelona_gate_pa;conv10/barcelona_gate_pa;conv9/barcelona_gate_pa
https://freesound.org/people/Michael-DB/sounds/338320	https://cdn.freesound.org/previews/338/338320_4977896-hq.mp3	Michael-DB	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5a1c1462c404dd47403978247f9a3939aa360853fa26d228713948fba4d4f909	conv10-list/conv10/didgeridoo_shaker_drum;conv10/didgeridoo_shaker_drum;conv9/didgeridoo_shaker_drum
https://freesound.org/people/MusicByMisterbates/sounds/603711	https://cdn.freesound.org/previews/603/603711_3968818-hq.mp3	MusicByMisterbates	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	1b8d29d725f7886375da8f0ebe778ab7559a60dd05ffb8c3297da8f9b39184ea	conv4/spiritual_ambient;conv9/spiritual_ambient
https://freesound.org/people/NebulousRoyale/sounds/343740	https://cdn.freesound.org/previews/343/343740_2695787-hq.mp3	NebulousRoyale	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2702a60a553beae27c38ae50653564ca6324b5fe56a037fb1d752b46c5cc3bb4	conv6/shortwave_static_six;conv9/shortwave_static_six
https://freesound.org/people/NigelNormal/sounds/343790	https://cdn.freesound.org/previews/343/343790_5159233-hq.mp3	NigelNormal	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b8bd48bfb62f8219c8388eb1ca6b4ccbb00bd3358a0fe7e44de313912732a0be	conv6/choir_single_notes
https://freesound.org/people/Nimlos/sounds/359151	https://cdn.freesound.org/previews/359/359151_4710044-hq.mp3	Nimlos	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	0d46926125d8bd1bd82d4448023b54022718e1773c7fb881663420e82b9e214c	conv4/rain_thunder
https://freesound.org/people/Pfannkuchn/sounds/360632	https://cdn.freesound.org/previews/360/360632_627541-hq.mp3	Pfannkuchn	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	210fcfe7aeb7f9400c43fc368e625be706940b55ca3da867edf53dd59aa4f387	conv10-list/conv8/marina_noon_short;conv7/marina_noon_short;conv8/marina_noon_short
https://freesound.org/people/Pfannkuchn/sounds/360633	https://cdn.freesound.org/previews/360/360633_627541-hq.mp3	Pfannkuchn	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a00ece6be38102f6c700deb91179b8c500845fdafa0cfb3ae1ae06c4f2188168	conv10-list/conv8/marina_boats_long;conv7/marina_boats_long;conv8/marina_boats_long;conv9/marina_boats_long
https://freesound.org/people/PostProdDog/sounds/537809	https://cdn.freesound.org/previews/537/537809_6911631-hq.mp3	PostProdDog	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e022e54578b39abcdf10d644729d109bc9159bbbf3373b3059d030a7a757cc75	conv10-list/conv8/washer_coins_short;conv7/washer_coins_short;conv8/washer_coins_short
https://freesound.org/people/PostProdDog/sounds/537812	https://cdn.freesound.org/previews/537/537812_6911631-hq.mp3	PostProdDog	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	924631177bd6ea7636b439fb1fcdb1daafe2ef496912ef8541689b4d373dd349	conv6/laundromat_coin_sorter
https://freesound.org/people/Quistard/sounds/174118	https://cdn.freesound.org/previews/174/174118_2378802-hq.mp3	Quistard	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e2da8f6f724fe5f35539d547985734e15feac475fc23b85d408851e52cea3439	conv10-list/conv8/cathedral_room_long;conv7/cathedral_room_long;conv8/cathedral_room_long;conv9/cathedral_room_long
https://freesound.org/people/Quistard/sounds/174279	https://cdn.freesound.org/previews/174/174279_2378802-hq.mp3	Quistard	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	203c82d9872dda9a4c5c4c4c687b7dc790f2d97ca94cdff6eb0e9483c4c7af52	conv6/cathedral_ambience
https://freesound.org/people/RavenWolfProds/sounds/501008	https://cdn.freesound.org/previews/501/501008_9619518-hq.mp3	RavenWolfProds	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7b7b317ae3dd550df5b10d15dfbfaade8ad0fded88303c9b45a0d3ed0aff1281	conv5/living_room_rain
https://freesound.org/people/Romariogrande/sounds/639495	https://cdn.freesound.org/previews/639/639495_3663903-hq.mp3	Romariogrande	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5cc268bfff00ac175a3ea34be228b39509924537d0a15016cb08a83eb8ce2315	conv4/ambient_voyager
https://freesound.org/people/SKrafft/sounds/681366	https://cdn.freesound.org/previews/681/681366_5752443-hq.mp3	SKrafft	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b70c6b41cf5f9b2e7225f84e3bf1667618784bdd09afb2e1c369f93b30cd33cb	conv1/campfire;conv2/campfire;conv3/campfire
https://freesound.org/people/Seth_Makes_Sounds/sounds/672440	https://cdn.freesound.org/previews/672/672440_13228046-hq.mp3	Seth_Makes_Sounds	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8f7771939616bf708c99fc6db6c80e426c2b747b707b4f8220fd917d69e8c816	conv5/ambient_dance;conv9/ambient_dance
https://freesound.org/people/Seth_Makes_Sounds/sounds/685302	https://cdn.freesound.org/previews/685/685302_13228046-hq.mp3	Seth_Makes_Sounds	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8693ca74095285669c31dcc29580c7151d8b8ba93b3ae1160321f263d08b7d9b	conv4/ambient_guitar;conv9/ambient_guitar
https://freesound.org/people/SieuAmThanh/sounds/423647	https://cdn.freesound.org/previews/423/423647_7554526-hq.mp3	SieuAmThanh	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	440fa43451105c2da2b9863c511897db1a63bac6ddb763e9eb60ab313a83e6cf	conv10-list/conv10/gamelan_court;conv10/gamelan_court;conv9/gamelan_court
https://freesound.org/people/SoundEnsemble/sounds/516654	https://cdn.freesound.org/previews/516/516654_3662372-hq.mp3	SoundEnsemble	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	43c018a55b30a64cdb31a231ed97336216540b49abcb5d7c226bd3f05732ad6d	conv9/varanasi_tabla
https://freesound.org/people/SoundsLikeJoe/sounds/624512	https://cdn.freesound.org/previews/624/624512_9083-hq.mp3	SoundsLikeJoe	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9e913ad0b34f0cde52b0338ef45cc4085aa0422ce964a6c26d57c001abc14806	conv10-list/conv10/cappuccino_process;conv10/cappuccino_process;conv9/cappuccino_process
https://freesound.org/people/SpeedY/sounds/17055	https://cdn.freesound.org/previews/17/17055_6479-hq.mp3	SpeedY	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9201f5415463b8b29ac746fb3f8333cf5d46e894ba76b5d138982a5093b3ef77	conv4/full_thunderstorm;conv9/full_thunderstorm
https://freesound.org/people/TRP/sounds/574094	https://cdn.freesound.org/previews/574/574094_97550-hq.mp3	TRP	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a7cc3c499b7f5591b1f8a75f734e597526eba80af9eb639cd95d55535c2f937b	conv6/horse_barn_eating
https://freesound.org/people/TRP/sounds/717434	https://cdn.freesound.org/previews/717/717434_97550-hq.mp3	TRP	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	db25be08373bb260ec71cbdec57ff4953eab5a513666d5ed2ef9f8db0359e954	conv10-list/conv10/cattle_auction;conv10/cattle_auction;conv9/cattle_auction
https://freesound.org/people/TheScriabin/sounds/404952	https://cdn.freesound.org/previews/404/404952_3480533-hq.mp3	TheScriabin	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c0470776e230c2b3eacb72b6d09e6a130226d7c0bc3fbe7fb9bd50bdd66f4e23	conv10-list/conv10/spanish_guitar_improvisation;conv10/spanish_guitar_improvisation
https://freesound.org/people/ThisPlaceAgain/sounds/402698	https://cdn.freesound.org/previews/402/402698_7130877-hq.mp3	ThisPlaceAgain	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	38f1c626e7f256ddd8c13531d55aaf478a92e3b7a065bcfe34646c1513fbf574	conv4/cinematic_piano
https://freesound.org/people/Tineidae/sounds/244389	https://cdn.freesound.org/previews/244/244389_2512043-hq.mp3	Tineidae	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c4f8f5248f6bde51d633b9e0c32c1cf65cd42cddfff0af3d97467c7f29a64734	conv5/railway_station_six
https://freesound.org/people/ToXXuS/sounds/591235	https://cdn.freesound.org/previews/591/591235_3669819-hq.mp3	ToXXuS	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	782c0cc61a05df52121f4f1633908bc4fb4c15584dff2ddfd9803f82cb48f8ac	conv10-list/conv8/terminal_short;conv7/terminal_short;conv8/terminal_short
https://freesound.org/people/Turrus/sounds/242048	https://cdn.freesound.org/previews/242/242048_1675125-hq.mp3	Turrus	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	af10a61a513b062e2aac3bd57503aa5f2d38bde9bf7d5ca2588be3937a6c9485	conv4/lightning_strike
https://freesound.org/people/Ubehag/sounds/235350	https://cdn.freesound.org/previews/235/235350_3839046-hq.mp3	Ubehag	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ecf11e10f594e9d2b5746a31c56ab705aa6ddc34109de23e70d88d8dfed8e71a	conv10-list/conv8/laundrette_long;conv7/laundrette_long;conv8/laundrette_long;conv9/laundrette_long
https://freesound.org/people/Vibratair/sounds/403104	https://cdn.freesound.org/previews/403/403104_7814793-hq.mp3	Vibratair	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e15af4eda059ff507ee2ab025cecb95cd244a85d85c2fcb44ed50b20b5a0bea6	conv10-list/conv10/blues_harmonica;conv10/blues_harmonica
https://freesound.org/people/Vibratair/sounds/403113	https://cdn.freesound.org/previews/403/403113_7814793-hq.mp3	Vibratair	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	82f29d718391c4931fbbe0fce2b88399b90aee39dbab87515a1741a9c8388513	conv9/blues_harmonica
https://freesound.org/people/Vrymaa/sounds/735401	https://cdn.freesound.org/previews/735/735401_13973196-hq.mp3	Vrymaa	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	6812cef215463194c934d42eeaf0fd8718e9e5e3e4bb6fafd2c7ec1f3a80d88f	conv6/ice_fracture
https://freesound.org/people/Wakerone/sounds/419732	https://cdn.freesound.org/previews/419/419732_7399650-hq.mp3	Wakerone	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	0c7e26426d08415b06ba7a9f8fe5b9775d23ae020b9798ee7a034df3f165eacf	conv5/indoor_train_station;conv9/indoor_train_station
https://freesound.org/people/Walking.With.Microphones/sounds/556041	https://cdn.freesound.org/previews/556/556041_4835746-hq.mp3	Walking.With.Microphones	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	026723f2aa88b0c2ce8da0339c0e1b8c034ec00f1b5a02280cf279a3a286ecf4	conv6/drava_river_rapids;conv9/drava_river_rapids
https://freesound.org/people/Yarmonics/sounds/447416	https://cdn.freesound.org/previews/447/447416_9109395-hq.mp3	Yarmonics	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	603b4c08fa4bad4ea50f183726eeceae7613f0ca3554be64868bb1a110c255d7	conv6/great_yarmouth_arcade
https://freesound.org/people/Yoyodaman234/sounds/331224	https://cdn.freesound.org/previews/331/331224_2792951-hq.mp3	Yoyodaman234	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	6bbd27d6248788669f6c99c5c11e4bd24d4614b2f637ded67159477ea40e0e51	conv6/ocean_rocks;conv9/ocean_rocks
https://freesound.org/people/adharca/sounds/319253	https://cdn.freesound.org/previews/319/319253_4366671-hq.mp3	adharca	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5b791ac157edb5d1ac71a625a389263173cc0cdf4d61db085aec26acc0ecb791	conv10-list/conv8/male_choir_short;conv7/male_choir_short;conv8/male_choir_short
https://freesound.org/people/andymanister/sounds/167809	https://cdn.freesound.org/previews/167/167809_2992826-hq.mp3	andymanister	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a62b8c05f0b27964cdecd22c2e7878cecab81bc5686734f104c9da9ad8618fe0	conv9/haydn_cello_concerto
https://freesound.org/people/animatrick/sounds/46711	https://cdn.freesound.org/previews/46/46711_395166-hq.mp3	animatrick	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d0a28adc04ad3e00f076d95aafe5f8c8f3404757827c035766d361735fe00358	conv10-list/conv10/cello_improvisation;conv10/cello_improvisation
https://freesound.org/people/arpeggio1980/sounds/529713	https://cdn.freesound.org/previews/529/529713_2010973-hq.mp3	arpeggio1980	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	0a282417c28ba3594e49bc795d8bc21e76da51bcd07cc6f88c91b73ff90aae37	conv5/museum_footsteps
https://freesound.org/people/avakas/sounds/197125	https://cdn.freesound.org/previews/197/197125_1467893-hq.mp3	avakas	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c3a85113c0959c6f3c58ee66380b9549cd85fbdb97b516bb644de0aa7dddf17d	conv5/train_leaves
https://freesound.org/people/be-steele/sounds/128239	https://cdn.freesound.org/previews/128/128239_589889-hq.mp3	be-steele	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d5f02ecf69cd6144ca50e151c74cdee227f0a60b408b890a711432fc0e074eb4	conv10-list/conv8/mount_desert_surf_long;conv7/mount_desert_surf_long;conv8/mount_desert_surf_long
https://freesound.org/people/be_a_hero_not_a_patriot/sounds/512791	https://cdn.freesound.org/previews/512/512791_5804919-hq.mp3	be_a_hero_not_a_patriot	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	519df1abf3c4e8a1ca0b82e3a7528ecf1613327915973b2f3511cafba5b18084	conv10-list/conv10/chainsaw_cycle;conv10/chainsaw_cycle;conv9/chainsaw_cycle
https://freesound.org/people/beanogreen/sounds/613973	https://cdn.freesound.org/previews/613/613973_13583433-hq.mp3	beanogreen	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c22c10b3553ca0ea4973d70c940ed1e62b726c77bacab7586a83d1dd15d42cb9	conv4/thunder_storm
https://freesound.org/people/blainksaint/sounds/255160	https://cdn.freesound.org/previews/255/255160_4582995-hq.mp3	blainksaint	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4d64d49e8d9a80e1ad47cbb519ffa7af52c0bf21be962abf6cb2bbe128fc9c79	conv5/library_2am
https://freesound.org/people/blaukreuz/sounds/249762	https://cdn.freesound.org/previews/249/249762_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5531a499735e1f5419c91d4667d0ef5498e3dc915064a5cee06dba79c4c48cb1	conv4/dubrovnik_street
https://freesound.org/people/blaukreuz/sounds/252696	https://cdn.freesound.org/previews/252/252696_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d826bbfa43b419d51f5b1a8945bdb7358a49852064af9adf2a7cb52b28b8f7fb	conv5/greenwich_food_market;conv9/greenwich_food_market
https://freesound.org/people/blaukreuz/sounds/252698	https://cdn.freesound.org/previews/252/252698_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a8d56848bf3ba568c9e01776283d2cc1b5e94c2efb79f684d467efd62bcba42b	conv4/london_oxford_street
https://freesound.org/people/blaukreuz/sounds/252708	https://cdn.freesound.org/previews/252/252708_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	df164c1f17bafbf753bff20895564da2dc78b81ea9d94b606bff8b8a962c9c17	conv4/vienna_stefansplatz
https://freesound.org/people/blaukreuz/sounds/397903	https://cdn.freesound.org/previews/397/397903_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7f6db719def0fb2b897f5ef3de09aba98a7a5cee69375026d3c3d2ac3ed4faf2	conv6/small_ferry_hold;conv9/small_ferry_hold
https://freesound.org/people/blaukreuz/sounds/398850	https://cdn.freesound.org/previews/398/398850_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a2edce56408373061cdcdc2cba311dcbb2e3f10cf8782528f5607aae5f41ec0e	conv6/medium_ferry_belowdeck
https://freesound.org/people/blaukreuz/sounds/440124	https://cdn.freesound.org/previews/440/440124_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	76747d1ec783ffff71c62387ee809c87e5d538d590c6a411229384c3dfa53133	conv10-list/conv8/printing_hall_long;conv7/printing_hall_long;conv8/printing_hall_long
https://freesound.org/people/blaukreuz/sounds/520234	https://cdn.freesound.org/previews/520/520234_623488-hq.mp3	blaukreuz	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c8b68d8e8a97b775f6b5a3dade8dbc9556e73d7de5258dde54945a992cdfc5d8	conv4/marrakesh_square
https://freesound.org/people/bodawei/sounds/610564	https://cdn.freesound.org/previews/610/610564_7446476-hq.mp3	bodawei	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	bb1e209bf26c79096c62ce842a2cf98c2a964c8de491ed5a7e71122a500627d5	conv9/queen_night_opera
https://freesound.org/people/bruno.auzet/sounds/547982	https://cdn.freesound.org/previews/547/547982_11519060-hq.mp3	bruno.auzet	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	496a4f42d1475f6423582ca4c56a9e540adb25a01573d13eb995cfad3c25b2fa	conv10-list/conv10/hamburg_church_bells;conv10/hamburg_church_bells;conv9/hamburg_church_bells
https://freesound.org/people/bruno.auzet/sounds/578263	https://cdn.freesound.org/previews/578/578263_11519060-hq.mp3	bruno.auzet	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	fec6e2613d67eecb3e1c83867f4615720877af349cedeb1b8faca2b208ffa9aa	conv6/bee_colony;conv9/bee_colony
https://freesound.org/people/bruno.auzet/sounds/640196	https://cdn.freesound.org/previews/640/640196_11519060-hq.mp3	bruno.auzet	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5db7553f020d35d35aa5cd21ea1527fdb476fcb09e9eef6369848c0144e2d73a	conv5/open_barn_rain
https://freesound.org/people/bruno.auzet/sounds/660694	https://cdn.freesound.org/previews/660/660694_11519060-hq.mp3	bruno.auzet	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	30b4da8cebcd78c13578c6ada68ddecf78ca5623b7d0c7bfd0ee886820a8c835	conv6/cows_in_barn;conv9/cows_in_barn
https://freesound.org/people/cabled_mess/sounds/345591	https://cdn.freesound.org/previews/345/345591_5450487-hq.mp3	cabled_mess	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a7d7df4c3276f2ce4131e481db34e7b3e62c712be4383a4fd8ce9abe82c8d6df	conv5/emotional_synthscape;conv9/emotional_synthscape
https://freesound.org/people/chrscrwfrd18/sounds/157002	https://cdn.freesound.org/previews/157/157002_2394175-hq.mp3	chrscrwfrd18	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4cdfe20ad96d8d1c465b76ebfdc7d7d28bc12afbca485ddb7c16cfc158097724	conv4/long_thunderstorm
https://freesound.org/people/chungus43A/sounds/721813	https://cdn.freesound.org/previews/721/721813_12024110-hq.mp3	chungus43A	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	036cc9351098aa817752646cb1904acd4eb79957b05d1e517bea5e318e04d8b7	conv10-list/conv8/transformer_short;conv7/transformer_short;conv8/transformer_short
https://freesound.org/people/cityrocker/sounds/322026	https://cdn.freesound.org/previews/322/322026_689000-hq.mp3	cityrocker	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8a292e13e45c320a6802a2b6a3ba6afe7e5442338ed8b737d4422885a34b3ca7	conv5/jfk_space_race;conv9/jfk_space_race
https://freesound.org/people/cliftonmcarlson/sounds/254130	https://cdn.freesound.org/previews/254/254130_3530854-hq.mp3	cliftonmcarlson	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	86f8d5719d360d6c642c8b63037de9e34571d37e7be616337cab1f229f85004e	conv6/harbor_ambience
https://freesound.org/people/courter/sounds/448253	https://cdn.freesound.org/previews/448/448253_1224849-hq.mp3	courter	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b7d6d3a04406039273731414f55d9bb4d158975093aa84d69fffa326e8015d28	conv4/clear_storm
https://freesound.org/people/cpark12/sounds/347309	https://cdn.freesound.org/previews/347/347309_4029822-hq.mp3	cpark12	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	41a724b75e001ea31950beb885fbe0dbd75d07f3b1af5f408cd6fdb15ce0b114	conv6/kitchenware_sorting
https://freesound.org/people/craigsmith/sounds/479964	https://cdn.freesound.org/previews/479/479964_2524442-hq.mp3	craigsmith	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	fdd945bd60d0eb82dcd159a2e669e3ca796ac273a320535b68bcc30faf330c6f	conv6/bowling_alley_archive
https://freesound.org/people/craigsmith/sounds/486185	https://cdn.freesound.org/previews/486/486185_2524442-hq.mp3	craigsmith	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b5bbed8dc87177fabce266efe05ed9f0c61de6ea8f77715da88541ada21d2fe3	conv4/busy_city_ambience
https://freesound.org/people/craigsmith/sounds/675015	https://cdn.freesound.org/previews/675/675015_2524442-hq.mp3	craigsmith	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	bd0305a04a5254533c2030fff7aa60ac37534a624444ff93f8e0ea34020f4709	conv10-list/conv8/tropical_carnival_long;conv7/tropical_carnival_long;conv8/tropical_carnival_long;conv9/tropical_carnival_long
https://freesound.org/people/dagray/sounds/667758	https://cdn.freesound.org/previews/667/667758_126076-hq.mp3	dagray	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	adc2ef5d1fcbcd8d7b0f186d2ecd5ee3941f007a849e52baf58cdfb6703b87cb	conv6/bowling_alley_room
https://freesound.org/people/dav0r/sounds/151361	https://cdn.freesound.org/previews/151/151361_1303681-hq.mp3	dav0r	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5ea58f8241937562857e95fc3ca444cc6db3032af2fb81ecd438da638c8cf1dd	conv9/prepared_toy_piano
https://freesound.org/people/davidnagel/sounds/361099	https://cdn.freesound.org/previews/361/361099_1141663-hq.mp3	davidnagel	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b852ca0149b749c9dbe736026647900cd1a46f3fef8f94f50bf3872f50c26733	conv5/underground_walk;conv9/underground_walk
https://freesound.org/people/dendolder/sounds/205839	https://cdn.freesound.org/previews/205/205839_3848664-hq.mp3	dendolder	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	0443e2a7ebbabd6ad68f066cd0a750727d3045a3083aa2479f8e010d0a1395cc	conv5/freight_train_pass
https://freesound.org/people/dnlburnett/sounds/360758	https://cdn.freesound.org/previews/360/360758_5658680-hq.mp3	dnlburnett	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3f1736b8f3db6d8dcafe04406a5b48f9e6ea6e1e078f4d2ae1388f76cfbc8c38	conv6/taxi_protest;conv9/taxi_protest
https://freesound.org/people/dnlburnett/sounds/360759	https://cdn.freesound.org/previews/360/360759_5658680-hq.mp3	dnlburnett	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c5bea521c400bfd02a3d1846a5a1ae4d5d6c9b1498c0438fc49f21029ec405d8	conv5/melbourne_library
https://freesound.org/people/eardeer/sounds/416494	https://cdn.freesound.org/previews/416/416494_2155630-hq.mp3	eardeer	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c0ef9ef296f26d6b7296a87f81de03f51486e1ac9ba3d20416a5743f25403fc7	conv4/mante_ambient_remix
https://freesound.org/people/ecfike/sounds/128245	https://cdn.freesound.org/previews/128/128245_2337290-hq.mp3	ecfike	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	91a3f611c2d904144f26fb2279c52d1345489c97ab0d23630a493eba7c361a22	conv1/cathedral_room;conv2/cathedral_room;conv3/cathedral_room
https://freesound.org/people/ecfike/sounds/165290	https://cdn.freesound.org/previews/165/165290_2337290-hq.mp3	ecfike	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	91c9c7dc6053161aa17826d399906888af39af4584de9da710437a4a12bc3879	conv5/after_the_flu
https://freesound.org/people/exuberate/sounds/140898	https://cdn.freesound.org/previews/140/140898_1810340-hq.mp3	exuberate	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3efdf4bf07d276be0fb83e071b1fb947c3bdcd3b2ed1b37e202a843b1532f18b	conv10-list/conv10/near_foghorn;conv10/near_foghorn;conv9/near_foghorn
https://freesound.org/people/f-r-a-g-i-l-e/sounds/679479	https://cdn.freesound.org/previews/679/679479_8466114-hq.mp3	f-r-a-g-i-l-e	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3926f8e294b0d5e74936220640df0aa2e853a822996fde6cfb40b0d0120c18cc	conv10-list/conv8/choir_notes_long;conv7/choir_notes_long;conv8/choir_notes_long
https://freesound.org/people/felix.blume/sounds/140350	https://cdn.freesound.org/previews/140/140350_1661766-hq.mp3	felix.blume	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	09638d0de5580a8c11c39d9ba0f18b2d8fa7fa490739b0d4b7f57cc5956f2708	conv10-list/conv10/peru_new_year_fireworks;conv10/peru_new_year_fireworks;conv9/peru_new_year_fireworks
https://freesound.org/people/felix.blume/sounds/408555	https://cdn.freesound.org/previews/408/408555_1661766-hq.mp3	felix.blume	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	91ed6d92d38e8027c2f97ee5a735cebafb64ac35d048df65d9914ef476fc7869	conv6/amazonian_dolphins;conv9/amazonian_dolphins
https://freesound.org/people/felix.blume/sounds/411659	https://cdn.freesound.org/previews/411/411659_1661766-hq.mp3	felix.blume	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3559b026ea5e42d454b04c5422fd436f3e8485d6fc1a731ebfd1e991764b4a19	conv6/before_choir_rehearsal;conv9/before_choir_rehearsal
https://freesound.org/people/felix.blume/sounds/421973	https://cdn.freesound.org/previews/421/421973_1661766-hq.mp3	felix.blume	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4864cc310fe8f9b99c91c1416cfd1983d43dea2212771d2618cfccfafb6fbf22	conv10-list/conv10/marielle_protest;conv10/marielle_protest;conv9/marielle_protest
