id	palette	topic	role	seconds	trim_start	title	creator	source_page	download_url	license	license_url	source_page_sha256	media_sha256	advertised_duration_seconds	decoded_duration_seconds	used_by
menagerie_songbirds_s	menagerie	songbirds	short	12	5	Songbirds and Crows	silentseason	https://freesound.org/people/silentseason/sounds/336666	https://cdn.freesound.org/previews/336/336666_1575560-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e3d1054d2f68dee7f06220bb482703e5a82188b4853266faf49e24726b54f571	29fbe0fe666291117d73c9d3b9e75946e65950a2d475437b4df438172cd4b8c2	323.895000	323.895147	menagerie;wildwire
menagerie_owls_l	menagerie	owls	long	30	10	tawny owl and Robin early Night	ianStelar	https://freesound.org/people/ianStelar/sounds/549275	https://cdn.freesound.org/previews/549/549275_12323168-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	59b46fa89271fcb0318b51fb5ad7099b2c95d9829c52c7800a357d48e2eecb2a	e294e28ec1d2243247f741d583e6d2d66e99a2821a93c9b75fd466dac8200fdc	61.000000	61.000000	menagerie
menagerie_owls_s	menagerie	owls	short	12	5	Dog barking at night in forest edge, with crickets and a distant bird owl	felix.blume	https://freesound.org/people/felix.blume/sounds/638700	https://cdn.freesound.org/previews/638/638700_1661766-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	46d543a2bd84cd9b7795ea2547ecf18ad2c62a1789f952af3e3c208509457375	11c0e4043e9a3aa5d92ae79ad8b0f048bf88c82bf3d8a799927cf4a6cf7900cf	167.680000	167.680333	menagerie
menagerie_frogs_l	menagerie	frogs	long	30	10	spring frog chorus.m4a	artfreeslife	https://freesound.org/people/artfreeslife/sounds/684900	https://cdn.freesound.org/previews/684/684900_11751758-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	1aabaad62e93ff514aee6241b01f340a65de8b039d0f5de7c2db453da6b0c1bb	ae2b4e666b55154f0848fd79d63492d4cc99aabbc8d6efb451b4343fea77e350	181.653000	181.653333	menagerie;wildwire
menagerie_frogs_s	menagerie	frogs	short	12	5	Frogs in pond chorused	robopro99	https://freesound.org/people/robopro99/sounds/692921	https://cdn.freesound.org/previews/692/692921_3195919-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b60d19d01c11f5318eda3153af865aa755a387408da39f6bb428ed2f894b4740	e48fff0cb4a68767e85ddc41588ab7bb6376e4a7dfb57c642d409ce579dcc9a7	90.032000	90.032086	menagerie;wildwire
menagerie_crickets_l	menagerie	crickets	long	30	10	AMBRurl_BR Serrinha do alambari night frogs chorus with close crickets_Melia Roger_ORTF Schoeps.WAV	MeliaRoger	https://freesound.org/people/MeliaRoger/sounds/645706	https://cdn.freesound.org/previews/645/645706_13222620-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8df091546adf4169d2bcecdadb39d5468a93e844794d8ca744a4c797c6da6d9b	be79dc94654943a64e899a34c5957b5a5f906f55ec9e76025cad13eb24ab1004	528.837000	528.837083	menagerie
menagerie_crickets_s	menagerie	crickets	short	12	5	200821 Night, summer, crickets thick chorus, mono PEC 11pm.flac	TRP	https://freesound.org/people/TRP/sounds/567944	https://cdn.freesound.org/previews/567/567944_97550-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2034042dcb8c8b68e7bc292db59dcc3095df6400bf6ac4f797a539f2f232b6df	0a370748fd5df2b35e15f90f9727b94e06ec1754fd45e2211ce3a782741c87a5	95.302000	95.301979	menagerie
menagerie_cicadas_l	menagerie	cicadas	long	30	10	Male Cicada Close Up Mating Calls with Chorus in Background	heyheymaimai	https://freesound.org/people/heyheymaimai/sounds/493059	https://cdn.freesound.org/previews/493/493059_2058051-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	537ed9e41c326849b4e31a179ce4d973da7a41a4c4b49ee4ac29f8163b8ce2a2	deb253905d41c53f89204a8fd7654dc1af9902099249b990fe5600dac74a843a	69.679000	69.679500	menagerie;wildwire
menagerie_cicadas_s	menagerie	cicadas	short	12	4.229	Periodical Cicada Chorus at Keystone State Park Pennsylvania	heyheymaimai	https://freesound.org/people/heyheymaimai/sounds/493058	https://cdn.freesound.org/previews/493/493058_2058051-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ca6024939506e114cbf23fb5d0f970cd27b7d7b78ea976d64bd44aca8fe610dc	426b6f8bedc2d7205c0f812ea52860103606ef04047ab293984d9ca208c3b28f	24.687000	24.687354	menagerie;wildwire
menagerie_beehive_l	menagerie	beehive	long	30	10	bees - a lot of them	pillonoise	https://freesound.org/people/pillonoise/sounds/353198	https://cdn.freesound.org/previews/353/353198_2120176-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	bf0871715991292a4d1a1c230b2d2758930f352c7614107f9528df94ada3929a	bce7c83cad423c8230c6fa083976e2af4f5a89cf85f4f9bc75b1fcd14dd44d5f	62.044000	62.044444	menagerie
menagerie_beehive_s	menagerie	beehive	short	12	5	Beehive	derjuli	https://freesound.org/people/derjuli/sounds/467224	https://cdn.freesound.org/previews/467/467224_2573247-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	123e11d20154fd037a2abe2785a36f07f03a3b868a441e96ab6a00d6fad418b7	d025956919f32831deeab9c7e9bb3a061059092ace6b353bfd54f334c6c698ff	30.211000	30.211604	menagerie
menagerie_sheep_l	menagerie	sheep	long	30	10	Flock of Sheep in Park (English Garden) in Munich	aUREa	https://freesound.org/people/aUREa/sounds/541212	https://cdn.freesound.org/previews/541/541212_542096-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7581d1b7ede69cf37c967f174ad378bcde70063b7e7cc05e78da9fa5977259d5	35053a8e66ca75f14a2bb38b1875a883d5dd36ce356717165ffbac5380880f94	413.280000	413.279932	menagerie;wildwire
menagerie_sheep_s	menagerie	sheep	short	12	5	shepherd and sheep bells.wav	bruno.auzet	https://freesound.org/people/bruno.auzet/sounds/538439	https://cdn.freesound.org/previews/538/538439_11519060-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	aa323d879447764e62a08681c658a2df605ca5c03aef29037f84db6d9347fa6d	3b4e12578be5e0161a5e4faafc332dd3fdd6be056915a444e129dad520341f9a	114.140000	114.139542	menagerie;wildwire
menagerie_cattle_l	menagerie	cattle	long	30	6.686	Night at the countryside with cows and crickets.wav	BonnyOrbit	https://freesound.org/people/BonnyOrbit/sounds/645862	https://cdn.freesound.org/previews/645/645862_5902878-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	92e141ae986affe12950d50a76e59325fa803b592555b76bcf6ea59a8b477594	fe0a9dafd556ed5e6483175f8ff3a1424d1ad979937bddb7a1e3f726be3c1157	50.059000	50.059479	menagerie
menagerie_cattle_s	menagerie	cattle	short	12	5	Cattle-song-southsudan.mp3	urbanson4	https://freesound.org/people/urbanson4/sounds/415056	https://cdn.freesound.org/previews/415/415056_5433844-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	022a8b7920cb5a6514d9b64d2ae7ec214a558e04842cab34262cc3aa88b8af64	4f4736a2c59911fa8b641b9f930b7be83c78eb657f2298ce823342e5b9c22166	56.229000	56.229637	menagerie
menagerie_horses_l	menagerie	horses	long	30	7.921	Horses	vincentmalstaf	https://freesound.org/people/vincentmalstaf/sounds/266366	https://cdn.freesound.org/previews/266/266366_1276125-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	bf0e2185c6adeba0a26e64c41cf141b8e0f6430bf04163720b18992373d206f6	b5b265a339af7d8707c77279282d072e08d7cf976df87af6a864fb8521669198	53.762000	53.762494	menagerie;wildwire
menagerie_horses_s	menagerie	horses	short	12	5	horses-and-carriage.wav	ondrosik	https://freesound.org/people/ondrosik/sounds/121129	https://cdn.freesound.org/previews/121/121129_2140699-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	caf2217da5fee1ce56c8f71721847c82218d3db72ca50184c2e11d743e440512	3513f92c6b7eb43fa293671e906d16efa2b6581319fe8be1b3d0da426ac92ca7	612.834000	17.100000	menagerie;wildwire
menagerie_dogs_l	menagerie	dogs	long	30	10	Ambience Backgarden birds, plance passes & dogs.wav	Paul368	https://freesound.org/people/Paul368/sounds/237798	https://cdn.freesound.org/previews/237/237798_2971294-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d3a596206b4afe754a207a5c4c355c8cede009b69fa3ac31ee772b39e73636d4	d05b94954039c371ec36aaeaf68770644a6f44ea4879d0ccea38de92fcb95e9f	219.467000	219.466646	menagerie
menagerie_dogs_s	menagerie	dogs	short	12	5	amb, ext, high desert park, distant voices, birds, dog barks, bformat-fuma.wav	drewhalasz	https://freesound.org/people/drewhalasz/sounds/433864	https://cdn.freesound.org/previews/433/433864_138-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	64ba412bcaf56fd13091116f3ff95d8f4204ddf7a158ae44885f3f272f168222	ba5a14097e1bda1503375685b6d99699e119091b97a1627f1e90849b38a972f8	121.011000	121.010708	menagerie
menagerie_cats_l	menagerie	cats	long	30	2.578	Cat purring	cubilon	https://freesound.org/people/cubilon/sounds/130968	https://cdn.freesound.org/previews/130/130968_2330675-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ceb3c094cfdb2aa4b9780ade16e69cc0b64b61def1464c33bae4932dd7b329d4	1baf38d2e32b3f0a2aa46217643f73a9a597c387b0de17861f177b129af44e7a	37.733000	37.733333	menagerie;wildwire
menagerie_cats_s	menagerie	cats	short	12	5	Cat purring .wav	pickleparade	https://freesound.org/people/pickleparade/sounds/262955	https://cdn.freesound.org/previews/262/262955_128837-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e4013c9e80e7d853e1948a653129fb2609c5e3186bb3e3da435d756f7eb3059e	05591be3f79d7aa1b3bf97a44d377446fa681ae7d69b018589f5a3062d17250a	258.570000	258.569864	menagerie;wildwire
menagerie_chickens_l	menagerie	chickens	long	30	2.349	Chickens clucking and rooster with cockadoodledoo.wav	evsecrets	https://freesound.org/people/evsecrets/sounds/346961	https://cdn.freesound.org/previews/346/346961_2367065-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	1d4d11909af0afa272cc628edb0145c28d5d949fe44f87783407f01afbed1a1f	23a58668f05280ea27800eb359bcb8c7b02f2c638dccb22c08018c49f28cbb88	37.048000	37.048413	menagerie
menagerie_chickens_s	menagerie	chickens	short	12	5	chickens in coop.aiff	kyles	https://freesound.org/people/kyles/sounds/51766	https://cdn.freesound.org/previews/51/51766_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	eac4e35c4d01f861e53b959883d2e82e12bde86ac612c94ca23718606efe8833	edcb8d70bf4b260b365b7361f94760a27f80e68d6a2553b320edb4451d4d5f61	42.709000	42.709333	menagerie
menagerie_ducks_l	menagerie	ducks	long	30	10	Ducks, mostly Mallard, High Park, Toronto (2012).wav	TRP	https://freesound.org/people/TRP/sounds/616827	https://cdn.freesound.org/previews/616/616827_97550-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	50be59b0052dc2983ff46fe2ce51e105758cfc332a41e4c66abf4ea6f0c7090c	4d04e811b585f8bbd77bb600ce06ea42b386e33bae70e154edeca7126092c9f8	107.143000	107.142854	menagerie;wildwire
menagerie_ducks_s	menagerie	ducks	short	12	4.383	ducks by pond binaural.wav	tomhannen	https://freesound.org/people/tomhannen/sounds/689803	https://cdn.freesound.org/previews/689/689803_1121623-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ca1db2a3a255868b060d8f71a2f934b9fd84ee253e081f4aa4f1eb6ba469140e	2ab1522c6eb6b013a9b7fd3cfc48694b16fd63c8c7d96c52ff41a4a141f602a6	25.148000	25.148167	menagerie;wildwire
menagerie_geese_l	menagerie	geese	long	30	2.88	city_geese_fly_past.wav	AMPI_sound	https://freesound.org/people/AMPI_sound/sounds/651256	https://cdn.freesound.org/previews/651/651256_14160594-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	eff0cd4358175b07196228aec8500334ac3e5b3392553b21f0b91a5046f0094f	ced7aa083cbe2e60c2f7b725a6cb0d95c6bac2d3f9c92c3f6beef7ddae5d9201	38.640000	38.640000	menagerie
menagerie_geese_s	menagerie	geese	short	12	5	Geese honking	iamkaylagreen	https://freesound.org/people/iamkaylagreen/sounds/470035	https://cdn.freesound.org/previews/470/470035_9564355-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3ba8761f32098185c34a76fb12ae491c2401a3f9962cca367d4d32023d63ef7c	7f2e850e044e87c69e3072a4664a098d10b071bd0b81d83b55dd9475e53388b5	42.133000	42.133333	menagerie
menagerie_seagulls_l	menagerie	seagulls	long	30	10	Harbor City Center - Hamburg Jungfernstieg - People, Traffic, Seagulls	Pfannkuchn	https://freesound.org/people/Pfannkuchn/sounds/457613	https://cdn.freesound.org/previews/457/457613_627541-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c691e808ffe0fd9eaaa74b94fd28ab70b778d07c46a383ac7601b61835b5e88c	0221161c12f9a5f06f45cc8f74e4c4f028c43595d55081a1a6030c8a9998ee01	165.084000	165.084313	menagerie;wildwire
menagerie_seagulls_s	menagerie	seagulls	short	12	5	Seagulls / gaviotas clean wildtrack.WAV	Soojay	https://freesound.org/people/Soojay/sounds/462462	https://cdn.freesound.org/previews/462/462462_2752236-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4b6da9e15400817b51a4a92f6ffb9e9c86517270de60e4f685d676c04103af48	2a5b080e47e45ffc58ef199cf62c4f247c1fc6a11c0f18984f17ac61b6762dc9	76.432000	76.432583	menagerie;wildwire
menagerie_crows_l	menagerie	crows	long	30	10	Flock of crows fly & croak around a house in Ostankinskiy district, Moscow OMNI mics.wav	gladkiy	https://freesound.org/people/gladkiy/sounds/348058	https://cdn.freesound.org/previews/348/348058_2364707-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	20703f701bf2d0d67e2ca893c8d1787f11fa47dce9a891877f91633c0364d665	41e256bacccbc42f1cf516b11bd2804a7fb8b660ae47dcba0ecf54571192e5bc	285.960000	285.960000	menagerie
menagerie_crows_s	menagerie	crows	short	12	5	Flock of crows fly & croak around a house in Ostankinskiy district, Moscow XY mics.wav	gladkiy	https://freesound.org/people/gladkiy/sounds/348057	https://cdn.freesound.org/previews/348/348057_2364707-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ed4efe5f5bab60e783a61efb8591503843ab6e72a78f5d85781651e49e51086a	0f6d8541e3bc520d94763b1aa37dba27da7ec66c422ba42372c8b52c740ef1ea	285.960000	285.960000	menagerie
menagerie_monkeys_l	menagerie	monkeys	long	30	1.855	Jungle Night Geko or Monkey Call Creepy	JamboME	https://freesound.org/people/JamboME/sounds/256873	https://cdn.freesound.org/previews/256/256873_2134280-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9072d601fbb600136c521949e96f66e9b64ecc6d0baf56283bb3de0ab48b355b	655ea26d5455e1851c0bf2b7a21db7a912e66834d6d1123db5d240e14535f6a8	35.566000	35.566780	menagerie;wildwire
menagerie_monkeys_s	menagerie	monkeys	short	12	5	Howler Monkeys	Lenguaverde	https://freesound.org/people/Lenguaverde/sounds/490315	https://cdn.freesound.org/previews/490/490315_1441734-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ae94d066cdc0a660df2cee8c960e14aacf626af09b332220da8807a38feb8407	b2a310bca0a48207f40021ef51e087cad696fd1472f6a0c955e78ee1a6a56d4b	168.836000	168.835771	menagerie;wildwire
menagerie_elephants_l	menagerie	elephants	long	30	10	G12-44-Elephants and Tigers.wav	craigsmith	https://freesound.org/people/craigsmith/sounds/437977	https://cdn.freesound.org/previews/437/437977_2524442-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	deb7027a07a2a275162b0339d8893f6c484ff77623bacbe82c57186ef62bd80e	6c385ec780de15060ac082de4e5ebce907cf38d0dd7c25b8caf0c7d4764edb96	76.786000	76.786542	menagerie
menagerie_elephants_s	menagerie	elephants	short	12	5	R01-33-Elephant Snort.wav	craigsmith	https://freesound.org/people/craigsmith/sounds/479813	https://cdn.freesound.org/previews/479/479813_2524442-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b01d944bd885b50ca5f2d39624d389efceea21a4872368e5e82dce7503c261e2	37cd12afe6fd2910e53741c0e3ce0ee0546a541707ddf46e0ed19f779c752d5e	43.995000	43.995917	menagerie
menagerie_lions_l	menagerie	lions	long	30	2.06	Lions screaming during the night	felix.blume	https://freesound.org/people/felix.blume/sounds/405211	https://cdn.freesound.org/previews/405/405211_1661766-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9c69e1a58d52da6669ecae722633d99f7458b846488d9067c73a8cd017b1ec4d	85af85ddaae7637899334e16d956df7919e26e0053d2823662ec6eccf6efe0ee	36.181000	36.181333	menagerie;wildwire
menagerie_lions_s	menagerie	lions	short	12	1.969	Lions two.mp3	Bidone	https://freesound.org/people/Bidone/sounds/69571	https://cdn.freesound.org/previews/69/69571_706955-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2c2209cbb5bdf6bb94e97b3931cfcdba6593fb91d455ef2a019174c08621daa6	4f1839ec9130e41b04ec78911c60137a3cae7a1618f01df1fc569b80e191727c	17.908000	17.894943	menagerie;wildwire
menagerie_wolves_l	menagerie	wolves	long	30	1.1	wolves.wav	Paresh	https://freesound.org/people/Paresh/sounds/158780	https://cdn.freesound.org/previews/158/158780_229952-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b9dcda4a59ef55d43ac3a35c633ee22d514662a559be8199b5715cb786146d80	29aaeaeca02d40d98905805fa52995a0d03273a7c77418c245687bf525dfe9e8	33.300000	33.300000	menagerie
menagerie_wolves_s	menagerie	wolves	short	12	5	Wolfes howl howling Wolf Pack heulen	Borgory	https://freesound.org/people/Borgory/sounds/651193	https://cdn.freesound.org/previews/651/651193_801011-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ee13380fba0dec1e57f3499ea8dd2a9c4a3ac5e73f08047e833a112631d1c088	d5a99c4a2b778e37901fe35e68b4f49687c9ded118bc5d70ec77dc3e7fd629b2	102.292000	102.291667	menagerie
menagerie_whales_l	menagerie	whales	long	30	10	only whales wav	memnosis	https://freesound.org/people/memnosis/sounds/504772	https://cdn.freesound.org/previews/504/504772_10868231-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	123c7ed775e124fa62333d2c94014194ffdde5af826bb1dae5dd6f5aba123c82	6914d7e8d31c46279219470b6eec00697bd82c7e5fbcd68a4f106dc9b293aa99	75.087000	75.087211	menagerie;wildwire
menagerie_whales_s	menagerie	whales	short	12	5	Diving with whales.wav	KEVOY	https://freesound.org/people/KEVOY/sounds/82325	https://cdn.freesound.org/previews/82/82325_1299633-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9cf8f6b92f8b691443b632f7b5e265fb233a11b461799e43f783f04bd38622c8	9dd9e9947fd4419a54b12414e3de17950b9cc370229cd28ca6f1d8aec26785bd	60.097000	60.097868	menagerie;wildwire
menagerie_dolphins_l	menagerie	dolphins	long	30	10	Atlantic Spotted Dolphins off the coast of La Gomera, Canary Islands	geraldfiebig	https://freesound.org/people/geraldfiebig/sounds/385796	https://cdn.freesound.org/previews/385/385796_4438201-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	34d5a2722e2f00cdca7a6a5f613c0f154926a57045ebd087b36c6972fc901269	43a9658a88a1f4f5c7e238ece7f0d50cb177681cb43e5c0d44f1690492da6676	180.130000	180.130045	menagerie
menagerie_dolphins_s	menagerie	dolphins	short	12	4.283	G12-15-Dolphins Underwater.wav	craigsmith	https://freesound.org/people/craigsmith/sounds/437947	https://cdn.freesound.org/previews/437/437947_2524442-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	cd0ed694afdf893863740e9639262a37608849246004b54b59601b0623af0d19	80d9cfdd5a9fbc28b69449848fbbc83bdc8f4a70b14c2b877e4e84c6e4c55b26	24.848000	24.848188	menagerie
menagerie_pigs_l	menagerie	pigs	long	30	10	Ambience - Pig Pen - Day - 96kHzsssssss.wav	JarredGibb	https://freesound.org/people/JarredGibb/sounds/233269	https://cdn.freesound.org/previews/233/233269_4056007-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	16f739d948b84956ff949fc7132144234f09a46d9a66627f6dbf87be70a7a1ea	f2f31ed4808ce06315f3a76bb35369e7577f8575b61f5c7ac45473460af610eb	210.929000	210.929458	menagerie;wildwire
menagerie_pigs_s	menagerie	pigs	short	12	5	PIGS - 1	SamuelGremaud	https://freesound.org/people/SamuelGremaud/sounds/467570	https://cdn.freesound.org/previews/467/467570_8031303-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	352ac20e0bc3ee760e9baa4ff46509c77180eadf64ba2415682a0209f069181c	4260eec4f09b41f907e5882218b694603d1befeaaeee1efb3a6996e225ab4cf6	35.947000	35.947313	menagerie;wildwire
menagerie_goats_l	menagerie	goats	long	30	10	Goats	Andy_Gardner	https://freesound.org/people/Andy_Gardner/sounds/192693	https://cdn.freesound.org/previews/192/192693_2254206-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	50398204463fcc394035ee07925cfefd9b4a9677e8d6ecca5a2d53f7f5d194e2	78b4645ddc4eb820f65cb847942a73d71bb91f59a8ab7f43ef5637f4f2e50395	110.106000	110.106032	menagerie
menagerie_goats_s	menagerie	goats	short	12	5	Nature sounds, bells, goats, cow, birds - Kardzhali, Bulgaria	vonfleisch	https://freesound.org/people/vonfleisch/sounds/272458	https://cdn.freesound.org/previews/272/272458_3658882-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	76ab7c7dbf0eb8687386fec5b3a4ffd39bad0613d99b610f1fefb873cc62a6c4	c10b0f4768a070d91a565a6f8e77cf4a38d041f8f3d942eec9e8b1978cc88972	216.064000	216.063583	menagerie
passage_train_station_l	passage	train_station	long	30	10	Paddington train station ambience	peridactyloptrix	https://freesound.org/people/peridactyloptrix/sounds/615660	https://cdn.freesound.org/previews/615/615660_2737063-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7fc7a023b6a923738de8af9679203058e2e3e8498c51ac57eab528bf917a8400	96fcb3c4db67421753ea77aac70953e4d2502dc8106e1c92afe2697649f3a170	107.886000	107.885813	passage;railchime
passage_train_station_s	passage	train_station	short	12	3.218	Underground Train Station Ambience	florianreichelt	https://freesound.org/people/florianreichelt/sounds/451720	https://cdn.freesound.org/previews/451/451720_6253486-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c82a8434af7fb9c55afff50d8789a85efc762253e74fbe1b0c4b351c14592857	c4325a997efdf4997e9e03b4049c30f74f676f0aa592a640f169831a67609909	21.654000	21.654059	passage;railchime
passage_train_ride_l	passage	train_ride	long	30	10	Moscow subway train ride - interior ambience - Kaluzhsko-Rizhskaya subway line OMNI mics.flac	gladkiy	https://freesound.org/people/gladkiy/sounds/333944	https://cdn.freesound.org/previews/333/333944_2364707-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	33c7e8f7ef9a32ee2d28fdaabfffeee75176dc989782b820aa65990a4482edf4	8217a1cf416a3d0334965e88dc53318f32c654ca5daf36cb2ab3b14e17596bce	587.367000	40.100000	passage
passage_train_ride_s	passage	train_ride	short	12	5	Moscow subway train ride - interior ambience - Kaluzhsko-Rizhskaya subway line XY mics.flac	gladkiy	https://freesound.org/people/gladkiy/sounds/333943	https://cdn.freesound.org/previews/333/333943_2364707-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	07cadf5aa9a2f04c8f0f653880d2b42a7a71d0421fc7bc596eb4023e00304831	5e4fa049c2edc32b3501eb81fa663ca02e0420bd7f63b660521ab52c884fb452	587.367000	17.100000	passage
passage_subway_l	passage	subway	long	30	10	PATH -> Union Square NYC Subway Train Ride	lifeinchords	https://freesound.org/people/lifeinchords/sounds/170357	https://cdn.freesound.org/previews/170/170357_3047855-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b39618fe17e021596142f1bcdab0b2b374bd01dd070e54fb9dc2d2940e2fe135	a81cdb2c2a3760545fdc133b1e9e8d219a4cd616bdf445f306bcc6735c2bccc0	508.075000	40.100000	passage;railchime
passage_subway_s	passage	subway	short	12	5	Subway ride interior, quiet walla, NYC M train to Middle Village.wav	SpliceSound	https://freesound.org/people/SpliceSound/sounds/260189	https://cdn.freesound.org/previews/260/260189_1480854-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d4d78f6a4136b65bf4a6cdd7a041bd10958ab60002a12db001f97941ec22986f	0520d692f96df8b30ad321e95b3a2d77978a1d0901d256939f46774502ed5f88	430.379000	17.100000	passage;railchime
passage_tram_l	passage	tram	long	30	10	Tram in Vienna	Urkki69	https://freesound.org/people/Urkki69/sounds/624313	https://cdn.freesound.org/previews/624/624313_12244617-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c56c98c3947e81195a919d3549fe61de4e9f08b9140f24f8d8f515c686acf99e	6a9a4cd7e171ff8e4f792143929c7184612f7a9520a14a3766fcb75b45555ec0	1038.829000	40.100000	passage
passage_tram_s	passage	tram	short	12	3.082	Squeaking tram departing.wav	dersinnsspace	https://freesound.org/people/dersinnsspace/sounds/417657	https://cdn.freesound.org/previews/417/417657_8224400-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	78ae8464c3fbc9c41fc6caa296f4ee7b2a59a4041e79d7f29a4b53bd08fae1e9	6ddb5113c8806e281cbcb0cf6f43b9cf313ac5c712c922bd3718e7d0d14b7031	21.247000	15.181995	passage
passage_bus_l	passage	bus	long	30	10	Bus ride interior recording with voices in spanish and motor vibration in late afternoon	felix.blume	https://freesound.org/people/felix.blume/sounds/684721	https://cdn.freesound.org/previews/684/684721_1661766-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ad4691c4de55b03080ea2bf53e9278a31603084bbdc76b00353e70549fffbbbe	23b63cd7cfc2e8d765d7875bb9526a98f8a2c48902a77f91e277094e7fe228da	302.724000	40.100000	passage;railchime
passage_bus_s	passage	bus	short	12	5	Vw bus ride interior + turn signal and handbrake	Cinetony	https://freesound.org/people/Cinetony/sounds/559375	https://cdn.freesound.org/previews/559/559375_5985747-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4901941dfbfe8fb62190dabc451370b9c6879cc193873e73e12d77f638d598d9	c3d284205d1fe26f02ffa81140c51fb50be44c361b568a14ccba0ebac1e142dd	162.000000	17.100000	passage;railchime
