id	palette	topic	role	seconds	trim_start	title	creator	source_page	download_url	license	license_url	source_page_sha256	media_sha256	advertised_duration_seconds	decoded_duration_seconds	used_by
passage_highway_l	passage	highway	long	30	10	Busy Motorway Freeway Highway Autobahn Traffic And Police Siren	Syphon64	https://freesound.org/people/Syphon64/sounds/135160	https://cdn.freesound.org/previews/135/135160_2461495-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	50933b39a4b61c3787c06828637cf7398d98da56702d000fae423e1e1785e6ca	3ca32028cc9ac395160897cd49760f8c399c09fb5eba11d9d3198fc166866f22	232.710000	40.100000	passage
passage_highway_s	passage	highway	short	12	5	India Streets Inside Taxi At Highway (Traffic Jam, Honking, Beggars, TukTuks, Driver Talking)	Alcappuccino	https://freesound.org/people/Alcappuccino/sounds/263634	https://cdn.freesound.org/previews/263/263634_4536481-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e0a80197faa5faaa3fa9fe98e367f96e0bad2fd9e4b448cc7e7d6e32c6974e75	3fb3cf862886035e2ece649d79e343e95cf286dbb0266f8c7b3e7a0950300ec4	91.400000	17.100000	passage
passage_motorcycle_l	passage	motorcycle	long	30	0.237	MOTORCYCLE AND BIKES - 2	SamuelGremaud	https://freesound.org/people/SamuelGremaud/sounds/545759	https://cdn.freesound.org/previews/545/545759_8031303-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7ecad28eec94ce7359c9814abcc588c53122bbb63477974ebd16bfc06662a829	faaa0ba9fa5780f1bd43939ccace1cec4dddd5b8b936d125109a5cde48aa3f27	30.711000	30.337000	passage;railchime
passage_motorcycle_s	passage	motorcycle	short	12	3.527	MOTORCYCLE AND BIKES - 1	SamuelGremaud	https://freesound.org/people/SamuelGremaud/sounds/545758	https://cdn.freesound.org/previews/545/545758_8031303-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c3c491655d8be3501f548ca956a5c3fa1503bf748f16874a4b0dc3894dc7d7e4	12ea97f9809daa8ce61db098fd1b29e234332bf32069b8f34d0379e3d3ac43fe	22.581000	15.627000	passage;railchime
passage_bicycle_l	passage	bicycle	long	30	6.92	bicycle ride with a breaking.wav	13gkopeckak	https://freesound.org/people/13gkopeckak/sounds/378900	https://cdn.freesound.org/previews/378/378900_7026513-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3f9fe2c19f51bca3da68799b0d0256b102225a739aead88ec6711f98f50b3cc2	28cb6bcaec5f0fa69579beb5be2c842e5ec5c258b5e21dbab136516a4880bf6c	50.760000	37.020000	passage
passage_bicycle_s	passage	bicycle	short	12	3.49	Bicycle ring bell	lechufly	https://freesound.org/people/lechufly/sounds/405572	https://cdn.freesound.org/previews/405/405572_5197114-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	251d73fc289ac9ca2a9f111c9ca0292dc082ff6c67bf886138217b736137662c	690bd3acb47c62fe846df26442c6179886cb0257b011ed041a990ca97623e64b	22.470000	15.590000	passage
passage_airplane_cabin_l	passage	airplane_cabin	long	30	10	Airplane Landing - Inside Cabin.WAV	Bpianoholic	https://freesound.org/people/Bpianoholic/sounds/487604	https://cdn.freesound.org/previews/487/487604_8342372-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	82772857181d1a6221031b6dc56fce5e6a23b4a8e7d9d1d84a00c71f417e6656	f4834e82be5d5dabba211f6aa0f169f6ba0c9b811fb34a9e6cb3d93cc84312e0	250.917000	40.100000	passage;railchime
passage_airplane_cabin_s	passage	airplane_cabin	short	12	5	amb, airplane cabin, passenger chatter, seatbelt announcement, fuma-bformat.wav	drewhalasz	https://freesound.org/people/drewhalasz/sounds/433002	https://cdn.freesound.org/previews/433/433002_138-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	f244a121c4d2d3d0359d7b85e4fcb38cba7fca06aa312ddcfd4fb96a23f94950	0c9ccbb59fc42fcfb91c254cad955fa9c7d78bdc09685133df974050d414b788	189.365000	17.100000	passage;railchime
passage_airport_runway_l	passage	airport_runway	long	30	10	Plane Landing.mp3	courter	https://freesound.org/people/courter/sounds/447826	https://cdn.freesound.org/previews/447/447826_1224849-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	fa424c2eeab96d9862ee156ac70ef266b6de6026dba556c33d55b70551d1e4ef	68a287a9ba81b87a00cb37ced85e22e40ebdbb73cf19153a448b91b953ffdccc	93.846000	40.100000	passage
passage_airport_runway_s	passage	airport_runway	short	12	4.913	Runway Ambience	cliftonmcarlson	https://freesound.org/people/cliftonmcarlson/sounds/251977	https://cdn.freesound.org/previews/251/251977_3530854-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c6946ef1564ed482e8a6132adca0fbb193f377a5b196172e9f3ebdcf380cf178	ca1c40f11d0dee3f0d82fedf876c4d2ff85efc532cc9980285ff0b771bf7379b	26.739000	17.013000	passage
passage_helicopter_l	passage	helicopter	long	30	10	Helicopter Flight recorded from inside.mp3	Cymeon	https://freesound.org/people/Cymeon/sounds/205898	https://cdn.freesound.org/previews/205/205898_3545231-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9c0454215d69fb445bffa5c706dd5fdf4ca1fc48bd960491ba750f91efece8fe	0c102360a96addc41680745c418c44d84838548fa1f1580ba815b7845f6214e4	992.040000	40.100000	passage;railchime
passage_helicopter_s	passage	helicopter	short	12	5	HELICOPTER OVERHEAD V#1 CLEANFINAL.wav	metrostock99	https://freesound.org/people/metrostock99/sounds/345084	https://cdn.freesound.org/previews/345/345084_1256155-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	23363f15ab1bb38ffd063178f384d0bae6f56b9df1a42c2c008ce69f7feb12b6	a0b3cdff37a251570aeaf3dbb54d5d17206a70bad5693bc39a4e1b0f67c3e08f	44.987000	17.100000	passage;railchime
passage_ferry_l	passage	ferry	long	30	10	Kadiköy ferry.Back of boat -LIM1.flac	fielastro	https://freesound.org/people/fielastro/sounds/250508	https://cdn.freesound.org/previews/250/250508_489021-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b3c29143e76af77fe94bad507ffb19bf4c447bda02568a4e2371756018ef3d0e	519c5b5c772fa4d8affa5652afcb78cd5029b06736dd8c1a67e51cb11a631097	1048.480000	40.100000	passage
passage_ferry_s	passage	ferry	short	12	5	Ferry to Alcatraz	sevenmorris	https://freesound.org/people/sevenmorris/sounds/322248	https://cdn.freesound.org/previews/322/322248_5493360-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	c7e32b9a3a751a3cde44c2634093bead8ea68b475ee725a50f50418c4dff818e	83336f95b26478445f0856bcef4e3143197d328095a0d2a1492895daa90afae1	240.354000	17.100000	passage
passage_sailboat_l	passage	sailboat	long	30	10	Sailboat sail flapping with insect summer ambience	maryhelena.clark	https://freesound.org/people/maryhelena.clark/sounds/554439	https://cdn.freesound.org/previews/554/554439_1680324-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d6f03b0192626e03f7ed57a5a675fd7387ce7d9733413f4093667f87064d5db7	61215dca9cc24312041025feaee35dfd9bd8b9b1782f86161e146badf2b94169	124.163000	40.100000	passage;railchime
passage_sailboat_s	passage	sailboat	short	12	5	Sailboat Sailing Interior 2	AugustSandberg	https://freesound.org/people/AugustSandberg/sounds/252670	https://cdn.freesound.org/previews/252/252670_1934171-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	88b54e31d3d7b7089775e8159aed5ba65240757f41ac85bf4f52cfd0bfae48d8	dfbfbb766a42634c802e5bb480ee881d81e56712f3196de5070f6fdd61c6d430	261.204000	17.100000	passage;railchime
passage_speedboat_l	passage	speedboat	long	30	10	Thailand outboard motor boat high speed various rising speeds and tones VERY LONG.flac	kyles	https://freesound.org/people/kyles/sounds/177702	https://cdn.freesound.org/previews/177/177702_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a9723a8a6fb8d6febac0f860127709bc8191315fcca2cd3392736d4998591d2b	f6261da3bf043af46830744b1080735eedd8693df5c43f904f67ef4f5badc0f7	1269.560000	40.100000	passage
passage_speedboat_s	passage	speedboat	short	12	2.968	Moteur bateau.wav	jcarrascovazquez	https://freesound.org/people/jcarrascovazquez/sounds/184074	https://cdn.freesound.org/previews/184/184074_3413935-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	61e225b9521afae0228d69a29c3782c0787132fb0851a273a9ff45d0daed9d4a	83ab963d264f5e094bc55839453a2f3af0aef618b445362b36bbdc0469c4a43d	20.903000	15.068005	passage
passage_tractor_l	passage	tractor	long	30	8.886	Tractor in Field.wav	CBeeching	https://freesound.org/people/CBeeching/sounds/74978	https://cdn.freesound.org/previews/74/74978_1151436-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d4d7e483a30919548cc2f1d5c0443742c156ffbb15d92433fa704ae7ea770771	e7a73f281d48a090af1b640371096849641429231bbe02cbfcf90dff0374875f	56.659000	38.986009	passage;railchime
passage_tractor_s	passage	tractor	short	12	1.694	Tractor_Drive_05.wav	BenDrain	https://freesound.org/people/BenDrain/sounds/488007	https://cdn.freesound.org/previews/488/488007_4763661-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	6f9ec8be0a466afac717a35ff5c4f72a7bd31cd8a7bfd1baf76fab70cc3bb2b3	868e8d0c189f436ad836d79c2b1c0f5c4695431e9c314fe825307b662532b11d	17.083000	13.794000	passage;railchime
passage_truck_l	passage	truck	long	30	10	Driving pickup truck - ambience inside.aif	logancircle2	https://freesound.org/people/logancircle2/sounds/503181	https://cdn.freesound.org/previews/503/503181_3694371-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7d4b8d1967afb28ac1c9e11b54a51acefebe54d79c2eab476e136684faa0508a	bef56ea6960eb6374af152711f83c2f1b0eb9e5ee963edb40d60169e40e3e8a0	528.809000	40.100000	passage
passage_truck_s	passage	truck	short	12	5	Cooperstown Log Cabin in Rain - Truck DriveBy RX.wav	greysound	https://freesound.org/people/greysound/sounds/547926	https://cdn.freesound.org/previews/547/547926_189568-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	6f5c93bfeb31234599c6416290f201875aa437b72bc728903822c5726d0381d5	852138a71cf968115edaedf56e308415349a385634e9597b9cea3c29f36cca6d	58.454000	17.100000	passage
passage_excavator_l	passage	excavator	long	30	10	Excavator	qubodup	https://freesound.org/people/qubodup/sounds/187563	https://cdn.freesound.org/previews/187/187563_71257-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2567b453dba17cad6b1eb392a94c323d56407be0de8e0f80a91aabda105fcff4	e79032db5274aaf6d41afda5d020460955d9b2f3f892672478524004385f3e7b	389.919000	40.100000	passage;railchime
passage_excavator_s	passage	excavator	short	12	5	Demolition excavator with wrecking ball.wav	Ohrwurm	https://freesound.org/people/Ohrwurm/sounds/97850	https://cdn.freesound.org/previews/97/97850_866470-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	63d9ea6da3f8e4f0b4ec81a3581e7ce12692a4b883dc1898896f3ea9100ef62c	ef8bc8acd05dc5c4339d918420f6920fcf27d692d7124d9edd62988388266898	77.483000	17.100000	passage;railchime
passage_elevator_l	passage	elevator	long	30	5.484	Elevator Ride 3	Sheyvan	https://freesound.org/people/Sheyvan/sounds/475230	https://cdn.freesound.org/previews/475/475230_3248005-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2c4e04917235fa072e2ccf6e745942cc70b22e0058724335065e91f1c36cda3e	be22b9588c9236ece4c58ad47e02ef0b0f237b784206f5ee7f95d785311e0df1	46.452000	35.584000	passage
passage_elevator_s	passage	elevator	short	12	5	Elevator Ride 1	Sheyvan	https://freesound.org/people/Sheyvan/sounds/475228	https://cdn.freesound.org/previews/475/475228_3248005-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8d168dcd108cab29917826615e56ef141b565fdfd9002fd54c368ca1452f2dcf	f274f7095164fb1036f9f018ddd71192d51795d4450dc40b5396c6765540a983	36.307000	17.100000	passage
passage_escalator_l	passage	escalator	long	30	10	ambience, metro, escalator, city, Moscow	AlexanderChe	https://freesound.org/people/AlexanderChe/sounds/363714	https://cdn.freesound.org/previews/363/363714_6598647-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e80a83f43bcf333dfe771a15209c24aad81f3b85dc2007d4c2320f67fdcbed22	778f933676eb85eada226ed3adfd08be6ab6c4bdad3e8fa025f00621a542da3f	61.104000	40.100000	passage;railchime
passage_escalator_s	passage	escalator	short	12	5	Escalator.wav	wniebelski	https://freesound.org/people/wniebelski/sounds/98687	https://cdn.freesound.org/previews/98/98687_924574-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2b4ebe37b1ab704db7462ba27f3fac63904f3269cdad87a2bdf85d434150600f	615566b905bd4d4b336772f75573a8536e19a8685bf0d39283674dacfce63f0c	110.897000	17.100000	passage;railchime
passage_rollercoaster_l	passage	rollercoaster	long	30	10	Roller Coaster 3	timsc	https://freesound.org/people/timsc/sounds/187253	https://cdn.freesound.org/previews/187/187253_266678-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	f52c3a0178031f123d0503e0530d577b6e5ea40c43015420fe56e401dc208462	d4a7cdf4c236b12995e3af7a580b5d38616386d213d1950566916f2c0e82b7f6	84.820000	40.100000	passage
passage_rollercoaster_s	passage	rollercoaster	short	12	5	Roller Coaster Creepy Horror	rcroller	https://freesound.org/people/rcroller/sounds/607125	https://cdn.freesound.org/previews/607/607125_2658741-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	95122754b263cae0cff543d114a072dd73f776735ff15f158fa7cd930ae995e1	22a928589e395951269889ac45a23766d63bf4ea499a650ac8fbea0e3a361ca6	90.237000	17.100000	passage
passage_skiing_l	passage	skiing	long	30	10	Alpine skis	Walking.With.Microphones	https://freesound.org/people/Walking.With.Microphones/sounds/676926	https://cdn.freesound.org/previews/676/676926_4835746-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	35d965ef50d4c773a8aacdd08756dc56447ec8ba79502374f9a645397395c570	d23d7791de57dc1dc2ac8d37d42e6437a2fa4552592aaa1e75fcbf97210e850c	72.433000	40.100000	passage;railchime
passage_skiing_s	passage	skiing	short	12	1.96	Skiing (cross country).mp3	DigPro120	https://freesound.org/people/DigPro120/sounds/394003	https://cdn.freesound.org/previews/394/394003_7414526-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	91c870ad3025efa7fb2792c03107283357b34f0f459977ff12aa2c62d504077f	5ed744016180cbf6a439327d339eee9af262b0a5bd33c23d4d4f18ab1398eff4	17.881000	14.060000	passage;railchime
passage_skateboard_l	passage	skateboard	long	30	10	2022-07-01-zoom-f3-okm-ii-BINAURAL-skateboarding-park.wav	ilmari_freesound	https://freesound.org/people/ilmari_freesound/sounds/640451	https://cdn.freesound.org/previews/640/640451_12458758-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4d8f95f457110514c528ff343f0df500c8e519e91f42f56bbc0294d5b17b7e89	f7f30b7d9bf692b7d28d31c8f98cce420624baa6434ca90d0b2ce486109d5e8f	266.438000	40.100000	passage
passage_skateboard_s	passage	skateboard	short	12	5	Skateboarders at FDR Skate Park	bertlewis	https://freesound.org/people/bertlewis/sounds/630024	https://cdn.freesound.org/previews/630/630024_13760364-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	6a3afa2a05efbe918e975160526c3c885a8021e669b191b79024902577bc7825	7dda4a689bc4e6a86c734d8d3fcccd0d7178390de493aebcf0ad77bd9525f1c1	705.536000	17.100000	passage
passage_carriage_l	passage	carriage	long	30	1.419	HorseCentralPark.aif	MarkThai	https://freesound.org/people/MarkThai/sounds/124132	https://cdn.freesound.org/previews/124/124132_2259746-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	0443a4806246d3da22508dc26a2ee889586bf8bf077b6c5954f9e01f008462f4	5c3ec67460f208eb8297394d2df8175d02093d951474c41d0eedba1ec3f4ab9e	34.258000	31.519000	passage;railchime
passage_carriage_s	passage	carriage	short	12	5	hackney coach-4.wav	gurek	https://freesound.org/people/gurek/sounds/547969	https://cdn.freesound.org/previews/547/547969_969948-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	202dc56240132da6a89972539308d0211d01b71bec3de9485d1c5e7211766182	3fcb99091f1248bdefc8316d25b79853e06c80b9b6f6de4d8c9215e65a6f7dcc	69.172000	17.100000	passage;railchime
passage_cablecar_l	passage	cablecar	long	30	10	TRANSPORT_CABLE_CAR_COCHABAMBA.wav	keng-wai-chane-chick-te	https://freesound.org/people/keng-wai-chane-chick-te/sounds/556269	https://cdn.freesound.org/previews/556/556269_7522579-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5721663bf05a7f4f6fad883a163923e2cde0541c668b9f39067be214373e773e	6adcaa3b0b9d955f706a2e1e635b37f3453d4d1580d0c2707467b11d32834bb8	301.504000	40.100000	passage
passage_cablecar_s	passage	cablecar	short	12	5	San Francisco - Cablecar - Cable rail Close-up	Emanuele_Correani	https://freesound.org/people/Emanuele_Correani/sounds/393580	https://cdn.freesound.org/previews/393/393580_2808561-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	475aed1f3363a269d3ff93a7183a2ad5c30f7886f7c8946b04bb734c12e5cb6f	fe564a95edb0ef40d8f016785e677dd7b301a0f5588f6474a4e2477c54ff8c25	60.989000	17.100000	passage
foundry_factory_l	foundry	factory	long	30	10	Wind Factory Atmo Calm.wav	szegvari	https://freesound.org/people/szegvari/sounds/615436	https://cdn.freesound.org/previews/615/615436_2282212-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7cd023f1c596f19e390750e69bad507ee5c911b32a879af2854881470d516f86	b15d2a27c0cf296fa962eeb6a84c5136e0084a07f4122d2541de807f894ccc4d	84.458000	40.100000	foundry
foundry_factory_s	foundry	factory	short	12	5	Machine-Drone1	emilyws	https://freesound.org/people/emilyws/sounds/414534	https://cdn.freesound.org/previews/414/414534_6694545-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e1eac49cc4874e3cfcd60507547703e68cdb8c81686e47d841e435c311a7afe1	0278f84b69dcad866db57864729413fad4fdd041fc6f718cf71a98eeb53a1cce	247.125000	17.100000	foundry
foundry_metal_shop_l	foundry	metal_shop	long	30	10	Ambience - Metal workshop with grinders and machinery.wav	jodybruchon	https://freesound.org/people/jodybruchon/sounds/475217	https://cdn.freesound.org/previews/475/475217_7872308-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2718d3662bd34cfdae90130ea7984240d39974c4de7b3944cf1e7d4c2e09815d	f0e27d9257cd9f7c2fd81b21b7e5001331267a6399bc738766975b7dd63180e7	675.084000	40.100000	foundry;tideforge
foundry_metal_shop_s	foundry	metal_shop	short	12	5	Metal Shop Ambience	AlecCorday	https://freesound.org/people/AlecCorday/sounds/169176	https://cdn.freesound.org/previews/169/169176_1591616-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	820c654d45165a025a314a4795f2ab00bb9b31804ea1e2e95fa0a82a4ff39c28	4ee741a73c079ed2563837d0d32d8a0b4bc9fdc32947337e4aec37bdf5db5a12	63.210000	17.100000	foundry;tideforge
foundry_blacksmith_l	foundry	blacksmith	long	30	6.667	By the blacksmith-001.wav	Emmaproductions	https://freesound.org/people/Emmaproductions/sounds/254371	https://cdn.freesound.org/previews/254/254371_436215-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	bde80643a72a1fe392f93f1866ce4cbc09562c44c9887a370942176bd551e467	7353ada43153053754bad95601b56faf1c67c1a01953ef86508503ce0b6fe11a	50.000000	36.767000	foundry
foundry_blacksmith_s	foundry	blacksmith	short	12	5	Binaural recording of a blacksmith working at the smithy in the evening	ldezem	https://freesound.org/people/ldezem/sounds/386393	https://cdn.freesound.org/previews/386/386393_1655965-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	de666d1ed48f5e826f66856fb1d58a71eb2886d418dbe526964af48ab3ac7769	12c8e6b359e97d39c33112034fb7e978452a7c781274d470c95cb703ea0a60b3	1021.540000	17.100000	foundry
foundry_welding_l	foundry	welding	long	30	10	Metal_Workshop_2.WAV	ivolipa	https://freesound.org/people/ivolipa/sounds/337444	https://cdn.freesound.org/previews/337/337444_3474310-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5f2b90219e2d7552c248a35ca4faf52f049ba33de4b67c3fbb63260d5e41eb46	678821bfa5b1272ad23d1bc38d342c6d524e51c21f624db23e09d590daab9e1a	113.169000	40.100000	foundry;tideforge
foundry_welding_s	foundry	welding	short	12	5	Metal_Workshop_3.WAV	ivolipa	https://freesound.org/people/ivolipa/sounds/337449	https://cdn.freesound.org/previews/337/337449_3474310-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2ee33aadbc5486062512eb60ead6b0a61cddb430f3bf9b2388a85eb347613c62	e9ebcda2e4a24aa155da6378bbe47443028e5e66320d6ce358fdccb3ed1d46a2	71.185000	17.100000	foundry;tideforge
foundry_grinder_l	foundry	grinder	long	30	10	Angle Grinder On Metal.wav	shelbyshark	https://freesound.org/people/shelbyshark/sounds/501171	https://cdn.freesound.org/previews/501/501171_8644110-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	83c571f6b1ff9c606745648a1c8741db712b36a9783882420e085a77d3181a08	d0d2135b9dca8d4c71670c0d59610f23045e37e837579356f6ca0a0fe278986e	63.346000	40.100000	foundry
foundry_grinder_s	foundry	grinder	short	12	2.971	Using an angle grinder.OWI.wav	Legand569	https://freesound.org/people/Legand569/sounds/659926	https://cdn.freesound.org/previews/659/659926_13767047-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	1b6444d93637bd6f10b393496a2404a1931cc6d6e437318f5ad48cfef586458d	e8616a49aa2fd03e5ecd2598ecb916aad753e87e2acde326c33b0fa0ab307183	20.912000	15.071000	foundry
foundry_circular_saw_l	foundry	circular_saw	long	30	0.403	ascuntar_cristina_antropo_fonia_sierra_circular_tallerdemaderas_udenar_pasto.wav	artesmediales	https://freesound.org/people/artesmediales/sounds/335437	https://cdn.freesound.org/previews/335/335437_5848334-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7338ec544502b976090983b53c882aee59475cc438f2ab03a85af92a69c67a72	552a80b07b804af64de60d0266a2670144b21c69a7ad53596a5e8438f78ea1dc	31.209000	30.503000	foundry;tideforge
foundry_circular_saw_s	foundry	circular_saw	short	12	5	Construction Circular Saw	deleted_user_7146007	https://freesound.org/people/deleted_user_7146007/sounds/383442	https://cdn.freesound.org/previews/383/383442_7146007-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	db0d4b37ad381c533af31e65da1295727c814c04b52603326ec9272caa8bafb1	b13ac6bb22b841b0a669baa13c0807727c8a4a695f5c853e01c6ff03894780ca	215.042000	17.100000	foundry;tideforge
foundry_chainsaw_l	foundry	chainsaw	long	30	10	Tree cutting with chainsaw in city neighborhood	khenshom	https://freesound.org/people/khenshom/sounds/558580	https://cdn.freesound.org/previews/558/558580_6652872-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8a6474856cc6403bc68892c9229793ff11596936cf4b5299f0c1a306130fb260	4bf480265c40753965a823e5b4483cf763df322269bf54e11fc785bc9af35168	102.382000	40.100000	foundry
foundry_chainsaw_s	foundry	chainsaw	short	12	3.375	Chainsaw_cutting trees.wav	Jedo	https://freesound.org/people/Jedo/sounds/396464	https://cdn.freesound.org/previews/396/396464_994215-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8830d1aaeb2e2ad0c3de7973f8127bee4555b59cc46a1f4fc7e35383676d710b	fb2ab753105346372156d78e7fcbf5a6efe6dfb7d2a1e34b3c1b5ae48c4fcd64	22.125000	15.475011	foundry
foundry_woodshop_l	foundry	woodshop	long	30	10	Saws buzzing in busy neighborhood wood shop	PostProdDog	https://freesound.org/people/PostProdDog/sounds/586168	https://cdn.freesound.org/previews/586/586168_6911631-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	f7e3ab3e149bd7d698569ebcc662bfe0826d3d92df684bb5342d2ddf4c321b72	7a241bf94176e3c2d6e0eaaa860e7caef1309e1d77dd9afbf336dfa8c3b85b19	508.624000	40.100000	foundry;tideforge
foundry_woodshop_s	foundry	woodshop	short	12	5	Jointer - Sound Devices 702 - Senn K6.WAV	lunchmoney	https://freesound.org/people/lunchmoney/sounds/380204	https://cdn.freesound.org/previews/380/380204_6692504-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	96375bc8cdcf2da625c931047fe0830cfee743d7170d596ad0e8b653ce0403a7	575bd0991b5dae1f679d646b925360d3d02e078ed4cee77972da8690d0069c9e	37.501000	17.100000	foundry;tideforge
foundry_printing_press_l	foundry	printing_press	long	30	5.461	S32-10 Old printing press; no motor noise.wav	craigsmith	https://freesound.org/people/craigsmith/sounds/675545	https://cdn.freesound.org/previews/675/675545_2524442-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ec1573ce8ffd094f54c4b6bb959a564d35e58a2d26d7b8b549aa2688d9fdc46f	f507773575decf531a5e17ac9e5f6c2fb8a66a25971a95b833429970250c9b29	46.383000	35.561000	foundry
foundry_printing_press_s	foundry	printing_press	short	12	4.161	printing press spinning wheel.flac	kyles	https://freesound.org/people/kyles/sounds/637769	https://cdn.freesound.org/previews/637/637769_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	86d6e9b3a1b181a9d0cda80196b1a414d8864d801da14f22bddddca29f2b8943	9b5e07c7b971a41d9d211312009d573d261512c51d62f7a7d21d7de6fb790891	24.482000	16.261000	foundry
foundry_sewing_l	foundry	sewing	long	30	3.665	sewing machine	taymline	https://freesound.org/people/taymline/sounds/187730	https://cdn.freesound.org/previews/187/187730_1500538-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	23bb3f5849aa6455dc18a9949a3e156033007d1f3ecfac86f8302e71598f2ffd	74574759b46d3d1dad85546724f7e78fdbdb91934ab7941f97e482c221f7e377	40.995000	33.765000	foundry;tideforge
foundry_sewing_s	foundry	sewing	short	12	4.874	sewing machine.wav	temawas	https://freesound.org/people/temawas/sounds/133048	https://cdn.freesound.org/previews/133/133048_920451-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2b58476d24236b0742aa55f1ff854dfdb7264133be9fd80d0a96d518879104df	780b325a8ed039963b5900994c0035438b058d4653746d31edb8c176dd1c89d4	26.622000	16.973991	foundry;tideforge
