id	role	trim_start	source
strong_waves_short	short	5	https://cdn.freesound.org/previews/368/368316_3474310-hq.mp3
mount_desert_surf_long	long	100	https://cdn.freesound.org/previews/128/128239_589889-hq.mp3
river_rapids_short	short	10	https://cdn.freesound.org/previews/642/642774_457982-hq.mp3
mountain_river_long	long	10	https://cdn.freesound.org/previews/588/588179_13207434-hq.mp3
frozen_lake_crack_short	short	10	https://cdn.freesound.org/previews/209/209818_896249-hq.mp3
water_under_ice_long	long	100	https://cdn.freesound.org/previews/790/790541_15774433-hq.mp3
underwater_bubbles_short	short	4	https://cdn.freesound.org/previews/464/464187_3518208-hq.mp3
underwater_river_long	long	50	https://cdn.freesound.org/previews/48/48408_481778-hq.mp3
burning_fire_short	short	0	https://cdn.freesound.org/previews/613/613591_13582756-hq.mp3
fireplace_long	long	40	https://cdn.freesound.org/previews/444/444127_1744434-hq.mp3
bee_buzz_short	short	3	https://cdn.freesound.org/previews/582/582683_10842165-hq.mp3
beehive_long	long	15	https://cdn.freesound.org/previews/546/546934_5637404-hq.mp3
sheep_barn_short	short	0	https://cdn.freesound.org/previews/725/725041_3890135-hq.mp3
barn_ambience_long	long	10	https://cdn.freesound.org/previews/655/655521_1661766-hq.mp3
terminal_short	short	4	https://cdn.freesound.org/previews/591/591235_3669819-hq.mp3
stuttgart_airport_long	long	100	https://cdn.freesound.org/previews/394/394173_7266967-hq.mp3
cruise_boat_short	short	10	https://cdn.freesound.org/previews/137/137721_977564-hq.mp3
arran_ferry_long	long	100	https://cdn.freesound.org/previews/251/251444_2254206-hq.mp3
marina_noon_short	short	10	https://cdn.freesound.org/previews/360/360632_627541-hq.mp3
marina_boats_long	long	10	https://cdn.freesound.org/previews/360/360633_627541-hq.mp3
busy_kitchen_short	short	5	https://cdn.freesound.org/previews/463/463302_123355-hq.mp3
fast_food_long	long	100	https://cdn.freesound.org/previews/271/271443_672090-hq.mp3
school_canteen_short	short	5	https://cdn.freesound.org/previews/719/719054_14976713-hq.mp3
cafeteria_long	long	40	https://cdn.freesound.org/previews/128/128291_1931452-hq.mp3
church_bell_short	short	10	https://cdn.freesound.org/previews/455/455677_612689-hq.mp3
cathedral_room_long	long	10	https://cdn.freesound.org/previews/174/174118_2378802-hq.mp3
bowling_short	short	10	https://cdn.freesound.org/previews/453/453774_612689-hq.mp3
bowling_room_long	long	30	https://cdn.freesound.org/previews/398/398078_6028322-hq.mp3
arcade_walkaround_short	short	10	https://cdn.freesound.org/previews/460/460119_1287465-hq.mp3
super_arcade_long	long	10	https://cdn.freesound.org/previews/534/534489_510689-hq.mp3
pachinko_short	short	5	https://cdn.freesound.org/previews/79/79088_384438-hq.mp3
casino_floor_long	long	10	https://cdn.freesound.org/previews/259/259719_3256671-hq.mp3
transformer_short	short	0	https://cdn.freesound.org/previews/721/721813_12024110-hq.mp3
substation_room_long	long	10	https://cdn.freesound.org/previews/547/547900_7529214-hq.mp3
washer_coins_short	short	5	https://cdn.freesound.org/previews/537/537809_6911631-hq.mp3
laundrette_long	long	10	https://cdn.freesound.org/previews/235/235350_3839046-hq.mp3
printing_rhythm_short	short	0	https://cdn.freesound.org/previews/637/637767_612689-hq.mp3
printing_hall_long	long	100	https://cdn.freesound.org/previews/440/440124_623488-hq.mp3
metal_grinder_short	short	1	https://cdn.freesound.org/previews/501/501172_8644110-hq.mp3
metal_workshop_long	long	100	https://cdn.freesound.org/previews/635/635608_612689-hq.mp3
ren_faire_short	short	10	https://cdn.freesound.org/previews/451/451445_612689-hq.mp3
tropical_carnival_long	long	1	https://cdn.freesound.org/previews/675/675015_2524442-hq.mp3
protest_fx_short	short	5	https://cdn.freesound.org/previews/321/321577_2279089-hq.mp3
climate_strike_long	long	30	https://cdn.freesound.org/previews/485/485621_5121236-hq.mp3
male_choir_short	short	0	https://cdn.freesound.org/previews/319/319253_4366671-hq.mp3
choir_notes_long	long	1	https://cdn.freesound.org/previews/679/679479_8466114-hq.mp3
shortwave_noise_short	short	0	https://cdn.freesound.org/previews/257/257880_3262745-hq.mp3
shortwave_tones_long	long	20	https://cdn.freesound.org/previews/583/583364_6985703-hq.mp3
